action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,20651018,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)[C@H]1CCCC[C@H]1C(=O)N1CCc2c(OCCCO)cccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,,CHEMBL4613288,ACS Med Chem Lett,2020,"{'bei': '11.32', 'le': '0.21', 'lle': '2.83', 'sei': '4.74'}",CHEMBL4645065,,CHEMBL4645065,5.89,0,http://www.openphacts.org/units/Nanomolar,3476166,=,1,1,=,,IC50,nM,,1275.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,1275.0
,,20651019,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)[C@H]1CCCC[C@H]1C(=O)N1CCc2c(OCCO)cccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,,CHEMBL4613288,ACS Med Chem Lett,2020,"{'bei': '13.30', 'le': '0.25', 'lle': '4.07', 'sei': '5.41'}",CHEMBL4636738,,CHEMBL4636738,6.74,0,http://www.openphacts.org/units/Nanomolar,3476165,=,1,1,=,,IC50,nM,,183.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,183.0
,,20651020,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)[C@H]1CCCC[C@H]1C(=O)N1CCc2cc(OCCO)ccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,,CHEMBL4613288,ACS Med Chem Lett,2020,"{'bei': '11.26', 'le': '0.21', 'lle': '3.03', 'sei': '4.58'}",CHEMBL4642536,,CHEMBL4642536,5.70,0,http://www.openphacts.org/units/Nanomolar,3476164,=,1,1,=,,IC50,nM,,1976.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,1976.0
,,20651021,[],CHEMBL4615773,Displacement of AF647-9-mer ETGE peptide from recombinant human biotinylated KEAP1 Kelch domain (322 to 609 residues) expressed in Escherichia coli BL21 (DE3) preincubated for 10 mins followed by AF647-9-mer ETGE peptide addition and measured after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)[C@H]1CCCC[C@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,,CHEMBL4613288,ACS Med Chem Lett,2020,"{'bei': '13.66', 'le': '0.25', 'lle': '2.80', 'sei': '6.42'}",CHEMBL2381968,,CHEMBL2381968,6.10,0,http://www.openphacts.org/units/Nanomolar,3476163,=,1,1,=,,IC50,nM,,792.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,792.0
,,20668109,[],CHEMBL4620017,Inhibition of KEAP1 interaction with Nrf2 (unknown origin) by SRP assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)[C@H]1CCC[C@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,,CHEMBL4619711,J Med Chem,2020,"{'bei': '13.08', 'le': '0.24', 'lle': '2.75', 'sei': '5.96'}",CHEMBL4159153,,CHEMBL4159153,5.66,1,http://www.openphacts.org/units/Nanomolar,3480215,=,1,1,=,,IC50,nM,,2200.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,2.2
,,20668110,[],CHEMBL4620017,Inhibition of KEAP1 interaction with Nrf2 (unknown origin) by SRP assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)[C@H]1CCCC[C@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)CCC1=O,,,CHEMBL4619711,J Med Chem,2020,"{'bei': '14.30', 'le': '0.27', 'lle': '3.55', 'sei': '6.00'}",CHEMBL4159561,,CHEMBL4159561,5.70,0,http://www.openphacts.org/units/Nanomolar,3480216,=,1,1,=,,IC50,nM,,2000.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,2.0
,,20681614,[],CHEMBL4623293,Inhibition of GST/His-tagged human KEAP1 (321 to 609 residues) interaction with phosphorylated p62 expressed in Escherichia coli cells by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1ccc(S(=O)(=O)Nc2cc(CC(C)=O)c(NS(=O)(=O)c3ccc(OCC)cc3)c3ccccc23)cc1,,,CHEMBL4622845,J Med Chem,2020,"{'bei': '9.99', 'le': '0.20', 'lle': '0.45', 'sei': '4.55'}",CHEMBL3948237,,CHEMBL3948237,5.82,0,http://www.openphacts.org/units/Nanomolar,3483140,=,1,1,=,,IC50,nM,,1500.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,1.5
,,20704477,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,"{'bei': '11.32', 'le': '0.23', 'lle': '3.54', 'sei': '4.15'}",CHEMBL3237245,,CHEMBL3237245,6.96,0,http://www.openphacts.org/units/Nanomolar,3486916,=,1,1,=,,IC50,nM,,110.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.11
,,20704478,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)N(CC(=O)O)Cc2ccccc2CN(CC(=O)O)S(=O)(=O)c2ccc(OC)cc2)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,"{'bei': '9.51', 'le': '0.19', 'lle': '3.39', 'sei': '3.36'}",CHEMBL4166048,,CHEMBL4166048,5.64,0,http://www.openphacts.org/units/Nanomolar,3486917,=,1,1,=,,IC50,nM,,2300.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,2.3
,,20704479,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)N(Cc2ccccc2CN([C@@H](C)C(=O)O)S(=O)(=O)c2ccc(OC)cc2)[C@@H](C)C(=O)O)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,"{'bei': '10.99', 'le': '0.22', 'lle': '3.79', 'sei': '4.07'}",CHEMBL4640621,,CHEMBL4640621,6.82,0,http://www.openphacts.org/units/Nanomolar,3486923,=,1,1,=,,IC50,nM,,150.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.15
,,20704480,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)N(Cc2ccccc2CN([C@H](C)C(=O)O)S(=O)(=O)c2ccc(OC)cc2)[C@H](C)C(=O)O)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,"{'bei': '10.00', 'le': '0.20', 'lle': '3.18', 'sei': '3.70'}",CHEMBL4646358,,CHEMBL4646358,6.21,0,http://www.openphacts.org/units/Nanomolar,3486927,=,1,1,=,,IC50,nM,,620.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.62
,,20704481,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)N(Cc2ccccc2CN(C(Cc2nnn[nH]2)C(=O)O)S(=O)(=O)c2ccc(OC)cc2)C(Cc2nnn[nH]2)C(=O)O)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,"{'bei': '7.84', 'le': '0.16', 'lle': '5.43', 'sei': '2.14'}",CHEMBL4645697,,CHEMBL4645697,5.93,0,http://www.openphacts.org/units/Nanomolar,3486930,=,1,1,=,,IC50,nM,,1170.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,1.17
,,20704482,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CN(Cc1ccccc1CN(CC(=O)O)S(=O)(=O)c1c(F)cccc1F)S(=O)(=O)c1c(F)cccc1F,,,CHEMBL4627280,Bioorg Med Chem,2020,"{'bei': '9.51', 'le': '0.20', 'lle': '2.96', 'sei': '3.85'}",CHEMBL4634585,,CHEMBL4634585,5.75,0,http://www.openphacts.org/units/Nanomolar,3486938,=,1,1,=,,IC50,nM,,1780.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,1.78
,,20704483,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CN(Cc1ccccc1CN(CC(=O)O)S(=O)(=O)c1ccc(OCc2ccccc2)cc1)S(=O)(=O)c1ccc(OCc2ccccc2)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,"{'bei': '8.38', 'le': '0.16', 'lle': '0.84', 'sei': '3.72'}",CHEMBL4635873,,CHEMBL4635873,6.24,0,http://www.openphacts.org/units/Nanomolar,3486939,=,1,1,=,,IC50,nM,,570.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.57
,,20704484,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CN(Cc1ccccc1CN(CC(=O)O)S(=O)(=O)c1ccc2oc3ccccc3c2c1)S(=O)(=O)c1ccc2oc3ccccc3c2c1,,,CHEMBL4627280,Bioorg Med Chem,2020,"{'bei': '8.95', 'le': '0.17', 'lle': '0.34', 'sei': '3.63'}",CHEMBL4637517,,CHEMBL4637517,6.38,0,http://www.openphacts.org/units/Nanomolar,3486940,=,1,1,=,,IC50,nM,,420.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.42
,Not Determined,20704495,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)N(CC(=O)O)Cc2cccc(CN(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c2)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4641663,,CHEMBL4641663,,0,,3486918,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704496,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)N(CC(=O)O)Cc2ccc(CN(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)cc2)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4644246,,CHEMBL4644246,,0,,3486919,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704497,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)N(CC(=O)O)Cc2cc3ccccc3cc2CN(CC(=O)O)S(=O)(=O)c2ccc(OC)cc2)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4647244,,CHEMBL4647244,,0,,3486920,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704498,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CN(CC(=O)O)S(=O)(=O)c2ccccc2S(=O)(=O)N(CC(=O)O)Cc2ccc(OC)cc2)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4644495,,CHEMBL4644495,,0,,3486921,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704499,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CN(CC(=O)O)S(=O)(=O)c2cccc(S(=O)(=O)N(CC(=O)O)Cc3ccc(OC)cc3)c2)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4642272,,CHEMBL4642272,,0,,3486922,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704500,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)N(Cc2ccccc2CN([C@@H](CC(N)=O)C(=O)O)S(=O)(=O)c2ccc(OC)cc2)[C@@H](CC(N)=O)C(=O)O)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4641036,,CHEMBL4641036,,0,,3486924,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704501,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@@H](C(=O)O)N(Cc1ccccc1CN([C@H](C(=O)O)[C@@H](C)CC)S(=O)(=O)c1ccc(OC)cc1)S(=O)(=O)c1ccc(OC)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4648238,,CHEMBL4648238,,0,,3486925,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704502,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)N(Cc2ccccc2CN([C@@H](CC(C)C)C(=O)O)S(=O)(=O)c2ccc(OC)cc2)[C@@H](CC(C)C)C(=O)O)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4648668,,CHEMBL4648668,,0,,3486926,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704503,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)N(Cc2ccccc2CN([C@H](Cc2ccccc2)C(=O)O)S(=O)(=O)c2ccc(OC)cc2)[C@H](Cc2ccccc2)C(=O)O)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4644783,,CHEMBL4644783,,0,,3486928,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704504,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)N(Cc2ccccc2CN(C(CC#N)C(=O)O)S(=O)(=O)c2ccc(OC)cc2)C(CC#N)C(=O)O)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4633725,,CHEMBL4633725,,0,,3486929,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704505,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CN(Cc1ccccc1CN(CC(=O)O)S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4648307,,CHEMBL4648307,,0,,3486931,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704506,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CN(Cc1ccccc1CN(CC(=O)O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4645837,,CHEMBL4645837,,0,,3486932,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704507,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CN(Cc1ccccc1CN(CC(=O)O)S(=O)(=O)c1ccc(F)cc1)S(=O)(=O)c1ccc(F)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4646162,,CHEMBL4646162,,0,,3486933,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704508,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CN(Cc1ccccc1CN(CC(=O)O)S(=O)(=O)c1cccc(F)c1)S(=O)(=O)c1cccc(F)c1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4640848,,CHEMBL4640848,,0,,3486934,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704509,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)N(CC(=O)O)Cc2ccccc2CN(CC(=O)O)S(=O)(=O)c2ccc(OC)cc2OC)c(OC)c1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4647051,,CHEMBL4647051,,0,,3486935,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704510,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CN(Cc1ccccc1CN(CC(=O)O)S(=O)(=O)c1ccc(F)cc1F)S(=O)(=O)c1ccc(F)cc1F,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4639119,,CHEMBL4639119,,0,,3486936,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704511,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CN(Cc1ccccc1CN(CC(=O)O)S(=O)(=O)c1ccc(F)c(F)c1)S(=O)(=O)c1ccc(F)c(F)c1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4648596,,CHEMBL4648596,,0,,3486937,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704512,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CN(Cc1ccccc1CN(CC(=O)O)S(=O)(=O)c1ccc(O)cc1)S(=O)(=O)c1ccc(O)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4647094,,CHEMBL4647094,,0,,3486941,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704513,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)N(CC(=O)O)Cc2ccc(C#N)cc2CN(CC(=O)O)S(=O)(=O)c2ccc(OC)cc2)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4638173,,CHEMBL4638173,,0,,3486942,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
,Not Determined,20704514,[],CHEMBL4628017,Inhibition of FITC-LDEETGEFL-NH2 binding to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia Coli BL21(DE3)pLysS cells centrifuged for 2 mins followed by 30 mins incubation under shaking condition by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)N(CC(=O)O)Cc2ccc(-c3nnn[nH]3)cc2CN(CC(=O)O)S(=O)(=O)c2ccc(OC)cc2)cc1,,,CHEMBL4627280,Bioorg Med Chem,2020,,CHEMBL4648101,,CHEMBL4648101,,0,,3486943,,1,0,,,IC50,,,,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,,,,
